Date;Vaccination;Death;Newcases;Hospital;Positive
2020.05.02;0;0;0;0;0
2020.05.03;0;0;2;0;2
2020.05.04;0;0;5;0;5
2020.05.05;0;0;0;0;0
2020.05.06;0;0;9;2;9
2020.05.07;0;0;1;0;1
2020.05.08;0;0;0;0;0
2020.05.09;0;0;0;1;0
2020.05.10;0;0;0;1;0
2020.05.11;0;0;2;1;2
2020.05.12;0;0;0;1;0
2020.05.13;0;0;0;4;0
2020.05.14;0;0;0;5;0
2020.05.15;0;0;1;5;1
2020.05.16;0;0;0;5;0
2020.05.17;0;0;0;4;0
2020.05.18;0;0;0;3;0
2020.05.19;0;0;0;1;0
2020.05.20;0;0;0;1;0
2020.05.21;0;0;0;2;0
2020.05.22;0;0;1;1;1
2020.05.23;0;0;0;1;0
2020.05.24;0;0;2;1;2
2020.05.25;0;0;0;1;0
2020.05.26;0;0;0;1;0
2020.05.27;0;0;0;0;0
2020.05.28;0;0;0;0;0
2020.05.29;0;0;0;0;0
2020.05.30;0;0;0;0;0
2020.05.31;0;0;0;0;0
2020.06.01;0;0;0;0;0
2020.06.02;0;0;1;0;1
2020.06.03;0;0;0;0;0
2020.06.04;0;0;0;0;0
2020.06.05;0;0;0;0;0
2020.06.06;0;0;0;0;0
2020.06.07;0;0;0;0;0
2020.06.08;0;0;0;0;0
2020.06.09;0;0;1;0;1
2020.06.10;0;0;1;0;1
2020.06.11;0;0;0;0;0
2020.06.12;0;0;0;0;0
2020.06.13;0;0;0;0;0
2020.06.14;0;0;0;0;0
2020.06.15;0;0;0;0;0
2020.06.16;0;0;0;0;0
2020.06.17;0;0;0;0;0
2020.06.18;0;0;0;0;0
2020.06.19;0;0;0;0;0
2020.06.20;0;0;0;0;0
2020.06.21;0;0;0;0;0
2020.06.22;0;0;0;0;0
2020.06.23;0;0;0;0;0
2020.06.24;0;0;1;0;1
2020.06.25;0;0;0;0;0
2020.06.26;0;0;0;0;0
2020.06.27;0;0;0;0;0
2020.06.28;0;0;0;0;0
2020.06.29;0;0;0;0;0
2020.06.30;0;0;0;0;0
2020.07.01;0;0;3;0;3
2020.07.02;0;0;0;0;0
2020.07.03;0;0;0;0;0
2020.07.04;0;0;0;0;0
2020.07.05;0;0;0;0;0
2020.07.06;0;0;0;0;0
2020.07.07;0;0;0;0;0
2020.07.08;0;0;2;0;2
2020.07.09;0;0;1;0;1
2020.07.10;0;0;0;0;0
2020.07.11;0;0;0;0;0
2020.07.12;0;0;0;0;0
2020.07.13;0;0;0;0;0
2020.07.14;0;0;0;0;0
2020.07.15;0;0;5;0;5
2020.07.16;0;0;4;0;4
2020.07.17;0;0;0;0;0
2020.07.18;0;0;0;0;0
2020.07.19;0;0;0;0;0
2020.07.20;0;0;11;0;11
2020.07.21;0;0;14;0;14
2020.07.22;0;0;2;0;2
2020.07.23;0;0;3;0;3
2020.07.24;0;0;1;0;1
2020.07.25;0;0;0;0;0
2020.07.26;0;0;0;0;0
2020.07.27;0;0;0;0;0
2020.07.28;0;0;0;0;0
2020.07.29;0;0;0;0;0
2020.07.30;0;0;0;0;0
2020.07.31;0;0;0;0;0
2020.08.01;0;0;0;0;0
2020.08.02;0;0;0;0;0
2020.08.03;0;0;0;0;0
2020.08.04;0;0;7;0;7
2020.08.05;0;0;0;0;0
2020.08.06;0;0;4;0;4
2020.08.07;0;0;4;0;4
2020.08.08;0;0;0;0;0
2020.08.09;0;0;0;0;0
2020.08.10;0;0;0;0;0
2020.08.11;0;0;1;0;1
2020.08.12;0;0;0;0;0
2020.08.13;0;0;4;0;4
2020.08.14;0;0;1;0;1
2020.08.15;0;0;2;0;2
2020.08.16;0;0;0;0;0
2020.08.17;0;0;1;0;1
2020.08.18;0;0;2;0;2
2020.08.19;0;0;1;0;1
2020.08.20;0;0;7;0;7
2020.08.21;0;0;0;0;0
2020.08.22;0;0;2;0;2
2020.08.23;0;0;1;0;1
2020.08.24;0;0;1;0;1
2020.08.25;0;0;8;0;8
2020.08.26;0;0;4;1;4
2020.08.27;0;0;12;1;12
2020.08.28;0;0;12;4;12
2020.08.29;0;0;7;4;7
2020.08.30;0;0;1;4;1
2020.08.31;0;0;12;8;12
2020.09.01;0;0;2;8;2
2020.09.02;0;0;15;10;15
2020.09.03;0;0;15;10;15
2020.09.04;0;0;34;11;34
2020.09.05;0;1;22;11;22
2020.09.06;0;0;0;11;0
2020.09.07;0;1;17;11;17
2020.09.08;0;0;17;18;17
2020.09.09;0;0;19;19;19
2020.09.10;0;0;29;19;29
2020.09.11;0;0;23;21;23
2020.09.12;0;0;12;21;12
2020.09.13;0;0;3;21;3
2020.09.14;0;0;28;21;28
2020.09.15;0;0;19;21;19
2020.09.16;0;0;6;13;6
2020.09.17;0;0;30;13;30
2020.09.18;0;0;19;7;19
2020.09.19;0;0;14;7;14
2020.09.20;0;0;4;7;4
2020.09.21;0;0;10;10;10
2020.09.22;0;0;18;11;18
2020.09.23;0;0;70;11;70
2020.09.24;0;0;51;13;51
2020.09.25;0;0;90;22;90
2020.09.26;0;0;64;22;64
2020.09.27;0;1;16;22;16
2020.09.28;0;2;22;28;22
2020.09.29;0;0;50;32;50
2020.09.30;0;1;100;32;100
2020.10.01;0;1;95;26;95
2020.10.02;0;1;108;27;108
2020.10.03;0;0;96;27;96
2020.10.04;0;0;17;27;17
2020.10.05;0;1;20;35;20
2020.10.06;0;0;48;39;48
2020.10.07;0;0;81;42;81
2020.10.08;0;0;132;40;132
2020.10.09;0;2;120;30;120
2020.10.10;0;1;107;30;107
2020.10.11;0;0;8;30;8
2020.10.12;0;0;36;31;36
2020.10.13;0;1;103;30;103
2020.10.14;0;1;84;37;84
2020.10.15;0;1;108;44;108
2020.10.16;0;1;136;48;136
2020.10.17;0;0;67;48;67
2020.10.18;0;0;22;48;22
2020.10.19;0;1;149;51;149
2020.10.20;0;2;203;56;203
2020.10.21;0;2;149;57;149
2020.10.22;0;3;176;76;176
2020.10.23;0;1;323;85;323
2020.10.24;0;2;180;82;180
2020.10.25;0;2;58;92;58
2020.10.26;0;3;125;87;125
2020.10.27;0;6;343;113;343
2020.10.28;0;9;275;124;275
2020.10.29;0;6;332;125;332
2020.10.30;0;4;246;122;246
2020.10.31;0;0;395;122;395
2020.11.01;0;3;157;114;157
2020.11.02;0;9;217;130;217
2020.11.03;0;5;241;136;241
2020.11.04;0;10;227;120;227
2020.11.05;0;4;192;125;192
2020.11.06;0;2;242;108;242
2020.11.07;0;5;134;127;134
2020.11.08;0;3;75;141;75
2020.11.09;0;6;171;94;171
2020.11.10;0;5;231;133;231
2020.11.11;0;1;301;177;301
2020.11.12;0;7;291;181;291
2020.11.13;0;2;256;192;256
2020.11.14;0;4;146;159;146
2020.11.15;0;7;19;210;19
2020.11.16;0;3;214;205;214
2020.11.17;0;5;207;204;207
2020.11.18;0;3;267;214;267
2020.11.19;0;3;319;203;319
2020.11.20;0;1;367;198;367
2020.11.21;0;2;124;204;124
2020.11.22;0;3;32;226;32
2020.11.23;0;3;314;203;314
2020.11.24;0;2;211;210;211
2020.11.25;0;1;416;203;416
2020.11.26;0;5;271;199;271
2020.11.27;0;4;250;199;250
2020.11.28;0;3;166;202;166
2020.11.29;0;6;45;203;45
2020.11.30;0;0;279;209;279
2020.12.01;0;3;462;212;462
2020.12.02;0;3;403;212;403
2020.12.03;0;3;358;215;358
2020.12.04;0;8;306;229;306
2020.12.05;0;1;155;233;155
2020.12.06;0;5;19;232;19
2020.12.07;0;7;712;228;712
2020.12.08;0;8;888;226;888
2020.12.09;0;6;891;241;891
2020.12.10;0;6;705;239;705
2020.12.11;0;8;793;239;793
2020.12.12;0;8;466;249;466
2020.12.13;0;5;18;266;18
2020.12.14;0;12;1014;278;1014
2020.12.15;0;13;1211;296;1211
2020.12.16;0;7;857;296;857
2020.12.17;0;8;1072;290;1072
2020.12.18;0;6;1030;295;1030
2020.12.19;0;9;421;287;421
2020.12.20;0;7;87;302;87
2020.12.21;0;8;1059;327;1059
2020.12.22;0;14;1622;364;1622
2020.12.23;0;17;1131;378;1131
2020.12.24;0;11;690;376;690
2020.12.25;0;13;46;408;46
2020.12.26;0;19;110;410;110
2020.12.27;0;19;30;406;30
2020.12.28;0;21;1303;416;1303
2020.12.29;0;20;1852;434;1852
2020.12.30;0;17;2259;456;2259
2020.12.31;0;8;1748;457;1748
2021.01.01;0;24;214;464;214
2021.01.02;0;22;275;468;275
2021.01.03;0;17;62;503;62
2021.01.04;480;14;1649;506;1649
2021.01.05;460;28;1940;523;1940
2021.01.06;0;29;456;523;456
2021.01.07;1389;34;1233;536;1233
2021.01.08;1275;24;1508;506;1508
2021.01.09;0;28;1603;522;1603
2021.01.10;0;18;774;540;774
2021.01.11;863;10;935;560;935
2021.01.12;739;24;1187;543;1187
2021.01.13;634;19;1147;548;1147
2021.01.14;926;22;1079;545;1079
2021.01.15;877;20;847;579;847
2021.01.16;0;26;743;583;743
2021.01.17;0;26;372;591;372
2021.01.18;683;21;886;608;886
2021.01.19;749;19;977;563;977
2021.01.20;989;17;951;535;951
2021.01.21;609;18;717;516;717
2021.01.22;659;24;758;515;758
2021.01.23;0;23;1723;524;1723
2021.01.24;0;21;909;544;909
2021.01.25;899;23;635;545;635
2021.01.26;921;22;799;560;799
2021.01.27;824;15;534;553;534
2021.01.28;1571;16;667;546;667
2021.01.29;1694;27;779;558;779
2021.01.30;0;20;1242;545;1242
2021.01.31;0;19;516;550;516
2021.02.01;1085;14;681;554;681
2021.02.02;1218;16;709;536;709
2021.02.03;1290;15;573;538;573
2021.02.04;2082;12;820;515;820
2021.02.05;1697;14;735;505;735
2021.02.06;0;13;893;498;893
2021.02.07;0;12;533;497;533
2021.02.08;1175;13;746;496;746
